"No.","Time","Source","Destination","Protocol","Length","Info"
"1011","17.397271","10.90.119.247","17.248.145.230","TCP","66","60805  >  443 [ACK] Seq=1 Ack=64 Win=2047 Len=0 TSval=648053325 TSecr=795665322"
"1012","17.397394","10.90.119.247","17.248.145.230","TLSv1.2","105","Application Data"
"1013","17.397743","10.90.119.247","17.248.145.230","TLSv1.2","90","Application Data"
"1014","17.397977","17.248.145.230","10.90.119.247","TCP","66","443  >  60805 [FIN, ACK] Seq=64 Ack=1 Win=501 Len=0 TSval=795665322 TSecr=648023751"
"1015","17.398016","10.90.119.247","17.248.145.230","TCP","66","60805  >  443 [ACK] Seq=64 Ack=65 Win=2048 Len=0 TSval=648053325 TSecr=795665322"
"1016","17.398255","10.90.119.247","17.248.145.230","TCP","66","60805  >  443 [FIN, ACK] Seq=64 Ack=65 Win=2048 Len=0 TSval=648053326 TSecr=795665322"
"1017","17.398518","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1018","17.398670","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1019","17.424843","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=18841 Ack=9230 Win=64128 Len=0 TSval=1328438210 TSecr=648053326"
"1020","17.425677","17.248.145.230","10.90.119.247","TCP","66","443  >  60805 [ACK] Seq=65 Ack=40 Win=501 Len=0 TSval=795665351 TSecr=648053325"
"1021","17.425678","17.248.145.230","10.90.119.247","TCP","66","443  >  60805 [ACK] Seq=65 Ack=64 Win=501 Len=0 TSval=795665351 TSecr=648053325"
"1022","17.426034","17.248.145.230","10.90.119.247","TCP","66","443  >  60805 [RST, ACK] Seq=65 Ack=64 Win=501 Len=0 TSval=795665351 TSecr=648053325"
"1023","17.426753","17.248.248.69","10.90.119.247","TLSv1.3","1177","Application Data"
"1024","17.426799","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=9230 Ack=19952 Win=129920 Len=0 TSval=648053353 TSecr=1328438211"
"1025","17.427966","17.248.145.230","10.90.119.247","TCP","54","443  >  60805 [RST] Seq=65 Win=0 Len=0"
"1026","17.428229","17.248.145.230","10.90.119.247","TCP","54","443  >  60805 [RST] Seq=65 Win=0 Len=0"
"1027","17.441317","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1028","17.441524","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1029","17.473681","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=19952 Ack=9894 Win=64128 Len=0 TSval=1328438258 TSecr=648053367"
"1030","17.475513","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"1031","17.475554","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=9894 Ack=21062 Win=129920 Len=0 TSval=648053400 TSecr=1328438259"
"1032","17.490270","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1033","17.490554","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1034","17.517226","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=21062 Ack=10558 Win=64128 Len=0 TSval=1328438302 TSecr=648053414"
"1035","17.520275","17.248.248.69","10.90.119.247","TLSv1.3","1177","Application Data"
"1036","17.520316","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=10558 Ack=22173 Win=129920 Len=0 TSval=648053444 TSecr=1328438303"
"1037","17.534904","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1038","17.535117","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1039","17.563162","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=22173 Ack=11222 Win=64128 Len=0 TSval=1328438346 TSecr=648053458"
"1040","17.564261","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"1041","17.564297","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=11222 Ack=23283 Win=129920 Len=0 TSval=648053487 TSecr=1328438348"
"1042","17.577922","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1043","17.578147","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1044","17.604333","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=23283 Ack=11886 Win=64128 Len=0 TSval=1328438389 TSecr=648053500"
"1045","17.605621","17.248.248.69","10.90.119.247","TLSv1.3","1175","Application Data"
"1046","17.605658","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=11886 Ack=24392 Win=129920 Len=0 TSval=648053527 TSecr=1328438390"
"1047","17.619281","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1048","17.619505","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1049","17.645890","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=24392 Ack=12550 Win=64128 Len=0 TSval=1328438430 TSecr=648053540"
"1050","17.647627","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"1051","17.647663","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=12550 Ack=25502 Win=129920 Len=0 TSval=648053567 TSecr=1328438432"
"1052","17.661312","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1053","17.661515","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1054","17.691729","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=25502 Ack=13214 Win=64128 Len=0 TSval=1328438473 TSecr=648053579"
"1055","17.694004","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"1056","17.694039","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=13214 Ack=26612 Win=129920 Len=0 TSval=648053610 TSecr=1328438475"
"1057","17.708868","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1058","17.709099","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1059","17.738429","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=26612 Ack=13878 Win=64128 Len=0 TSval=1328438521 TSecr=648053624"
"1060","17.742433","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"1061","17.742467","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=13878 Ack=27722 Win=129920 Len=0 TSval=648053655 TSecr=1328438525"
"1062","17.755615","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1063","17.755851","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1064","17.783044","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=27722 Ack=14542 Win=64128 Len=0 TSval=1328438567 TSecr=648053668"
"1065","17.784026","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"1066","17.784081","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=14542 Ack=28832 Win=129920 Len=0 TSval=648053695 TSecr=1328438568"
"1067","17.798701","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1068","17.798882","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
